customer_id,age,gender,item_purchased,product_type,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_freq_days
4387,66,Male,Handbag,Bags & Accessories,86.66,Louisiana,M,Teal,Winter,4.4,No,2-Day Shipping,No,26,Credit Card,Bi-Weekly,senior,14
4388,43,Male,Sandals,Footwear,56.71,California,M,Teal,Spring,1.4,No,Free Shipping,No,54,Venmo,Quarterly,adult,90
4389,21,Male,Boots,Footwear,77.34,West Virginia,M,Turquoise,Spring,3.8,Yes,Express,Yes,34,Cash,Fortnightly,young,14
4390,59,Female,Hat,Bags & Accessories,71.19,Florida,XL,Maroon,Summer,3.8,Yes,Standard,Yes,56,Venmo,Fortnightly,senior,14
4391,28,Female,Scarf,Apparel,114.52,California,XL,Olive,Spring,1.7,No,Store Pickup,No,11,Bank Transfer,Fortnightly,young,14
4392,18,Female,Skirt,Apparel,87.24,Montana,M,Silver,Winter,2.1,Yes,Standard,No,46,PayPal,Weekly,young,7
4393,25,Male,Boots,Footwear,78.77,Delaware,L,Violet,Winter,4.9,Yes,Standard,No,12,PayPal,Quarterly,young,90
4394,51,Male,Sandals,Footwear,83.65,Maine,XL,Silver,Spring,4.5,Yes,Next Day Air,Yes,26,Credit Card,Annually,middle_aged,365
4395,59,Male,Scarf,Apparel,64.46,California,M,Gold,Summer,2.5,Yes,Free Shipping,Yes,17,Credit Card,Monthly,senior,30
4396,46,Male,Jeans,Apparel,78.87,Texas,S,Brown,Winter,1.4,No,Next Day Air,Yes,27,PayPal,Weekly,middle_aged,7
4397,56,Female,Boots,Footwear,15.47,Montana,S,Gray,Winter,1.3,No,2-Day Shipping,Yes,7,Bank Transfer,Bi-Weekly,middle_aged,14
4398,64,Female,Blouse,Apparel,48.74,Illinois,XL,Maroon,Summer,2,Yes,Express,No,52,Venmo,Weekly,senior,7
4399,62,Male,Jacket,Outerwear,84.91,West Virginia,S,Brown,Winter,4.1,Yes,Free Shipping,No,55,Debit Card,Bi-Weekly,senior,14
4400,50,Male,Skirt,Apparel,38.86,Arkansas,S,Silver,Winter,3.6,No,Express,Yes,16,Credit Card,Monthly,middle_aged,30
4401,31,Female,Hat,Bags & Accessories,98.03,Florida,M,Purple,Fall,2.2,Yes,Standard,Yes,42,Debit Card,Weekly,young,7
4402,57,Female,Shoes,Footwear,99.64,Hawaii,M,Gold,Summer,4.7,Yes,Store Pickup,Yes,58,PayPal,Quarterly,senior,90
4403,61,Male,Handbag,Bags & Accessories,100.81,Louisiana,L,Charcoal,Winter,4.1,Yes,Standard,No,4,Venmo,Quarterly,senior,90
4404,28,Male,Hat,Bags & Accessories,64.94,Louisiana,M,Violet,Fall,1.8,No,Standard,Yes,58,Bank Transfer,Bi-Weekly,young,14
4405,50,Female,Shorts,Apparel,16.93,Louisiana,XXL,Blue,Winter,1.7,Yes,Standard,Yes,40,Credit Card,Bi-Weekly,middle_aged,14
4406,63,Female,Blouse,Apparel,30.33,New York,XL,Silver,Winter,4.4,Yes,Express,No,51,Venmo,Bi-Weekly,senior,14
4407,61,Female,Shoes,Footwear,73.6,Arkansas,M,Green,Fall,4,No,Standard,No,49,Venmo,Monthly,senior,30
4408,51,Female,Dress,Apparel,31.37,Delaware,M,Black,Winter,1.5,Yes,Next Day Air,No,18,Venmo,Monthly,middle_aged,30
4409,20,Female,Handbag,Bags & Accessories,29.01,Missouri,XL,Brown,Spring,2.9,No,Store Pickup,No,49,Credit Card,Bi-Weekly,young,14
4410,49,Male,Scarf,Apparel,87.4,Rhode Island,L,Yellow,Summer,3.010953979,Yes,Store Pickup,No,21,Cash,Weekly,middle_aged,7
4411,37,Male,Sandals,Footwear,102.57,Maine,S,Violet,Fall,2.991810919,No,Express,Yes,52,Bank Transfer,Annually,adult,365
4412,22,Female,Coat,Outerwear,64.26,Rhode Island,M,Red,Winter,2.982608696,No,Store Pickup,Yes,49,Credit Card,Weekly,young,7
4413,45,Male,Sunglasses,Luxury Goods,55.7,California,S,Blue,Fall,4.8,No,Standard,No,24,Bank Transfer,Monthly,middle_aged,30
4414,54,Female,Belt,Bags & Accessories,111.06,Louisiana,L,Olive,Winter,2.972365196,No,Free Shipping,Yes,36,Venmo,Fortnightly,middle_aged,14
4415,64,Female,Sweater,Apparel,69.75,Oregon,L,Gray,Winter,1.9,No,Store Pickup,No,31,Debit Card,Fortnightly,senior,14
4416,60,Female,Skirt,Apparel,49.93,West Virginia,XXL,Silver,Spring,2.6,Yes,Express,No,11,Credit Card,Fortnightly,senior,14
4417,59,Female,Scarf,Apparel,104.53,California,M,Silver,Fall,3.1,No,Standard,Yes,53,Credit Card,Quarterly,senior,90
4418,64,Female,Handbag,Bags & Accessories,47.55,California,XL,Silver,Winter,2.5,No,Express,No,18,Bank Transfer,Quarterly,senior,90
4419,55,Female,Shorts,Apparel,57.99,Oregon,L,Teal,Fall,2.7,Yes,Next Day Air,Yes,57,Cash,Weekly,middle_aged,7
4420,67,Male,Coat,Outerwear,28.06,Louisiana,L,Maroon,Spring,2.982608696,No,2-Day Shipping,Yes,5,Debit Card,Weekly,senior,7
4421,29,Male,Sweater,Apparel,21.3,Missouri,L,Turquoise,Spring,2.4,Yes,2-Day Shipping,No,36,Credit Card,Fortnightly,young,14
4422,50,Male,Hat,Bags & Accessories,48.08,Wyoming,M,Gray,Summer,2.7,Yes,Express,No,15,Cash,Weekly,middle_aged,7
4423,37,Female,Jacket,Outerwear,76.45,Ohio,XL,Olive,Winter,4.1,Yes,2-Day Shipping,Yes,16,Bank Transfer,Quarterly,adult,90
4424,61,Male,Shoes,Footwear,103.66,Kentucky,XL,Blue,Spring,4.8,Yes,2-Day Shipping,Yes,58,Debit Card,Monthly,senior,30
4425,55,Male,Belt,Bags & Accessories,118.53,New York,S,Yellow,Fall,3.3,Yes,Store Pickup,Yes,9,Cash,Annually,middle_aged,365
4426,64,Male,Shirt,Apparel,28.53,Hawaii,M,Teal,Fall,3.010953979,No,Express,Yes,56,PayPal,Quarterly,senior,90
4427,39,Male,Jeans,Apparel,48.56,Louisiana,XXL,Violet,Fall,1.4,Yes,Free Shipping,Yes,38,Bank Transfer,Quarterly,adult,90
4428,53,Male,Coat,Outerwear,58.52,Hawaii,L,Yellow,Winter,1.8,No,Next Day Air,Yes,57,Credit Card,Bi-Weekly,middle_aged,14
4429,46,Male,Jacket,Outerwear,94.57,Delaware,M,Gold,Spring,4,Yes,Standard,Yes,48,Bank Transfer,Quarterly,middle_aged,90
4430,33,Male,Sandals,Footwear,113.28,Florida,L,Green,Winter,2.991810919,No,2-Day Shipping,No,1,PayPal,Fortnightly,adult,14
4431,30,Male,Hat,Bags & Accessories,62.68,New York,L,White,Winter,1.6,No,Free Shipping,No,29,Cash,Quarterly,young,90
4432,24,Male,Jacket,Outerwear,108.32,Massachusetts,M,Teal,Spring,1.4,Yes,Standard,Yes,31,Credit Card,Quarterly,young,90
4433,18,Female,Hat,Bags & Accessories,16.24,Missouri,XL,Brown,Summer,1.1,No,Express,Yes,38,Venmo,Fortnightly,young,14
4434,56,Male,Shorts,Apparel,92.53,Rhode Island,XXL,Blue,Summer,3.9,No,Express,Yes,25,Bank Transfer,Annually,middle_aged,365
4435,69,Male,Boots,Footwear,36.43,Ohio,XL,Yellow,Summer,3.5,Yes,Next Day Air,No,27,Venmo,Fortnightly,senior,14
4436,29,Male,Jeans,Apparel,39.89,Arkansas,S,Turquoise,Fall,4.6,Yes,Standard,Yes,20,Credit Card,Monthly,young,30
4437,55,Female,Watch,Luxury Goods,33.19,New Hampshire,L,Turquoise,Fall,4.8,No,Free Shipping,Yes,10,Credit Card,Bi-Weekly,middle_aged,14
4438,27,Female,Dress,Apparel,92.82,Texas,L,Red,Fall,3.010953979,Yes,Free Shipping,Yes,22,PayPal,Fortnightly,young,14
4439,42,Female,Jeans,Apparel,105.8,California,M,White,Winter,3.5,No,Express,No,52,Bank Transfer,Annually,adult,365
4440,48,Female,Shoes,Footwear,72.06,Louisiana,XXL,White,Winter,2.8,No,Express,No,6,Bank Transfer,Annually,middle_aged,365
4441,58,Female,Boots,Footwear,63.56,Texas,XXL,Green,Fall,2.1,Yes,Free Shipping,No,30,Venmo,Monthly,senior,30
4442,42,Female,Shirt,Apparel,112.07,Illinois,L,Charcoal,Winter,3.9,Yes,Free Shipping,Yes,2,Bank Transfer,Monthly,adult,30
4443,66,Male,Belt,Bags & Accessories,74.16,Delaware,M,Gold,Fall,1.2,Yes,Next Day Air,No,32,Credit Card,Weekly,senior,7
4444,36,Male,Jeans,Apparel,38.11,Rhode Island,L,Blue,Winter,3.010953979,Yes,2-Day Shipping,No,33,PayPal,Weekly,adult,7
4445,45,Male,Sunglasses,Luxury Goods,68.8,Maine,L,Purple,Summer,3.1,Yes,Store Pickup,No,4,Venmo,Weekly,middle_aged,7
4446,24,Male,Shirt,Apparel,104.81,Hawaii,M,Black,Fall,1.5,No,Express,No,37,Debit Card,Fortnightly,young,14
4447,30,Male,Sweater,Apparel,43.66,Ohio,XL,Brown,Summer,4.3,Yes,Store Pickup,Yes,36,Credit Card,Monthly,young,30
4448,19,Female,Sunglasses,Luxury Goods,40.06,Wyoming,L,Olive,Winter,1.3,No,2-Day Shipping,Yes,25,Cash,Weekly,young,7
4449,67,Female,Sunglasses,Luxury Goods,75.22,Arkansas,M,Red,Summer,1.4,No,Free Shipping,No,37,Cash,Weekly,senior,7
4450,57,Female,Sweater,Apparel,117.3,Arkansas,M,Maroon,Fall,4.4,No,2-Day Shipping,Yes,3,Debit Card,Bi-Weekly,senior,14
4451,22,Male,Handbag,Bags & Accessories,38.38,Ohio,M,Green,Fall,3.4,Yes,Next Day Air,No,37,Credit Card,Weekly,young,7
4452,29,Male,Belt,Bags & Accessories,18.08,California,M,Teal,Winter,4.4,No,Express,No,31,Debit Card,Quarterly,young,90
4453,27,Male,Blouse,Apparel,27.71,Wyoming,L,Black,Winter,2,No,2-Day Shipping,No,23,Credit Card,Annually,young,365
4454,52,Male,Sunglasses,Luxury Goods,62.64,Wyoming,M,Black,Winter,3.2,Yes,Next Day Air,No,46,PayPal,Monthly,middle_aged,30
4455,56,Male,Scarf,Apparel,46.09,Louisiana,M,Gray,Winter,5,No,Standard,No,3,Venmo,Weekly,middle_aged,7
4456,45,Female,Jacket,Outerwear,113.32,New Hampshire,L,Brown,Summer,3.6,No,Express,No,50,Bank Transfer,Quarterly,middle_aged,90
4457,47,Female,Blouse,Apparel,50.95,Louisiana,S,Blue,Spring,3.4,Yes,Store Pickup,Yes,42,Venmo,Monthly,middle_aged,30
4458,54,Female,Jeans,Apparel,100.79,Rhode Island,XXL,Blue,Summer,3.4,No,Free Shipping,No,31,Venmo,Bi-Weekly,middle_aged,14
4459,61,Male,Blouse,Apparel,63.05,California,L,Green,Winter,2.4,Yes,Store Pickup,Yes,18,Venmo,Bi-Weekly,senior,14
4460,64,Female,Shorts,Apparel,27.94,Florida,L,Blue,Fall,2.1,No,Store Pickup,No,47,Credit Card,Weekly,senior,7
4461,63,Female,Sandals,Footwear,117.61,Arkansas,M,Blue,Winter,3.9,No,Standard,Yes,37,Credit Card,Bi-Weekly,senior,14
4462,32,Male,Handbag,Bags & Accessories,37,Rhode Island,M,Blue,Summer,2.1,No,Free Shipping,Yes,2,Bank Transfer,Quarterly,adult,90
4463,53,Male,Skirt,Apparel,105.71,Florida,L,White,Summer,4.2,No,Standard,Yes,54,Credit Card,Weekly,middle_aged,7
4464,41,Male,Boots,Footwear,107.89,West Virginia,XXL,Purple,Summer,3.4,Yes,Free Shipping,Yes,28,Bank Transfer,Fortnightly,adult,14
4465,39,Female,Boots,Footwear,84.76,Florida,XXL,Violet,Winter,4.2,No,Free Shipping,No,59,PayPal,Annually,adult,365
4466,53,Female,Watch,Luxury Goods,64.22,Texas,XXL,Blue,Summer,3.9,Yes,2-Day Shipping,No,32,Credit Card,Annually,middle_aged,365
4467,63,Female,Sweater,Apparel,54.46,West Virginia,XL,Teal,Winter,1.2,Yes,Standard,No,2,Credit Card,Annually,senior,365
4468,42,Female,Sweater,Apparel,88.19,Delaware,M,Olive,Winter,1.3,No,Store Pickup,Yes,11,Credit Card,Weekly,adult,7
4469,65,Male,Scarf,Apparel,94.88,Kentucky,M,Gold,Fall,1.4,No,2-Day Shipping,No,16,Credit Card,Bi-Weekly,senior,14
4470,68,Female,Shoes,Footwear,65.33,Maine,M,Gray,Fall,3.8,No,2-Day Shipping,No,41,Cash,Weekly,senior,7
4471,31,Female,Watch,Luxury Goods,68.4,Rhode Island,XL,Turquoise,Spring,3.016713881,Yes,2-Day Shipping,Yes,1,PayPal,Weekly,young,7
4472,32,Male,Boots,Footwear,19.19,Delaware,XXL,Blue,Summer,3.4,No,Standard,Yes,52,Bank Transfer,Quarterly,adult,90
4473,61,Female,Sunglasses,Luxury Goods,24.9,Ohio,S,Yellow,Summer,1.3,Yes,Next Day Air,Yes,28,Venmo,Weekly,senior,7
4474,25,Male,Sunglasses,Luxury Goods,53.46,Massachusetts,L,Gold,Spring,2,No,Free Shipping,No,53,Debit Card,Quarterly,young,90
4475,32,Male,Hat,Bags & Accessories,103.43,California,M,Blue,Spring,2.8,Yes,Store Pickup,No,33,Cash,Weekly,adult,7
4476,42,Male,Sandals,Footwear,69.57,Illinois,L,Gold,Spring,2.6,Yes,Store Pickup,Yes,23,Cash,Bi-Weekly,adult,14
4477,40,Male,Scarf,Apparel,119.1,Texas,L,Brown,Spring,1.6,Yes,Store Pickup,Yes,37,Credit Card,Annually,adult,365
4478,27,Female,Shoes,Footwear,108.88,Maine,L,Yellow,Winter,3.8,Yes,Standard,No,19,Venmo,Monthly,young,30
4479,24,Female,Skirt,Apparel,70.45,Rhode Island,L,Yellow,Summer,3.8,No,Standard,No,15,Cash,Monthly,young,30
4480,60,Male,Dress,Apparel,79.99,New Hampshire,XL,Charcoal,Winter,2.4,Yes,Free Shipping,Yes,29,Debit Card,Bi-Weekly,senior,14
4481,64,Male,Jacket,Outerwear,64.15,Wyoming,S,Blue,Spring,2.5,Yes,2-Day Shipping,Yes,20,PayPal,Monthly,senior,30
4482,36,Male,Watch,Luxury Goods,22.47,Hawaii,XXL,Yellow,Fall,3.6,No,Store Pickup,Yes,9,Cash,Weekly,adult,7
4483,47,Female,Skirt,Apparel,73.71,California,XXL,White,Winter,2.3,Yes,Standard,No,43,Bank Transfer,Monthly,middle_aged,30
4484,59,Male,Skirt,Apparel,110.78,Oregon,S,Silver,Winter,3,Yes,Express,No,34,Credit Card,Monthly,senior,30
4485,45,Female,Scarf,Apparel,49.31,Hawaii,XL,Black,Fall,2.1,No,Free Shipping,No,17,PayPal,Fortnightly,middle_aged,14
4486,60,Female,Sunglasses,Luxury Goods,15.59,Hawaii,XL,Turquoise,Summer,4.1,No,Express,Yes,44,PayPal,Quarterly,senior,90
4487,48,Male,Boots,Footwear,69.07,Florida,L,Green,Winter,2.991810919,No,2-Day Shipping,No,59,Credit Card,Quarterly,middle_aged,90
4488,53,Male,Coat,Outerwear,75.39,Kentucky,S,Brown,Summer,4.2,Yes,Store Pickup,Yes,52,Bank Transfer,Annually,middle_aged,365
4489,35,Male,Sunglasses,Luxury Goods,77.97,Montana,S,Olive,Winter,2.6,Yes,Next Day Air,No,36,Cash,Monthly,adult,30
4490,59,Male,Shorts,Apparel,36.12,Illinois,L,White,Fall,3.9,Yes,Standard,Yes,7,Debit Card,Bi-Weekly,senior,14
4491,30,Male,Watch,Luxury Goods,82.91,Hawaii,L,Gold,Summer,2.9,Yes,Next Day Air,No,44,Debit Card,Weekly,young,7
4492,56,Female,Scarf,Apparel,99.14,Ohio,M,Silver,Fall,1.4,No,Express,No,4,Debit Card,Weekly,middle_aged,7
4493,65,Female,Scarf,Apparel,54.02,Montana,L,Blue,Summer,3,No,Store Pickup,No,24,Debit Card,Weekly,senior,7
4494,57,Male,Watch,Luxury Goods,115.67,California,M,Turquoise,Spring,4.6,No,Standard,No,58,Cash,Annually,senior,365
4495,62,Male,Jeans,Apparel,84.12,New York,XL,Gold,Winter,3.3,Yes,Free Shipping,No,26,Bank Transfer,Weekly,senior,7
4496,25,Male,Skirt,Apparel,40.3,Rhode Island,S,Olive,Summer,3.010953979,No,Standard,No,41,Credit Card,Bi-Weekly,young,14
4497,51,Male,Blouse,Apparel,60.04,Wyoming,XXL,Charcoal,Fall,2.7,No,Express,No,5,Bank Transfer,Fortnightly,middle_aged,14
4498,29,Male,Skirt,Apparel,114.79,Rhode Island,M,Blue,Fall,2.4,No,Express,Yes,53,PayPal,Bi-Weekly,young,14
4499,63,Female,Belt,Bags & Accessories,58.87,Texas,XXL,Blue,Winter,3.2,No,Express,Yes,58,Credit Card,Monthly,senior,30
4500,19,Male,Jacket,Outerwear,66.85,Missouri,L,Green,Summer,4.8,No,Free Shipping,No,52,Credit Card,Fortnightly,young,14
4501,57,Male,Watch,Luxury Goods,56.26,Rhode Island,S,Purple,Winter,2.5,Yes,Store Pickup,No,1,Credit Card,Monthly,senior,30
4502,47,Female,Hat,Bags & Accessories,53.46,Montana,M,Maroon,Spring,1.6,Yes,Standard,Yes,6,Venmo,Monthly,middle_aged,30
4503,47,Male,Jeans,Apparel,75.87,Delaware,M,Blue,Fall,1.4,Yes,2-Day Shipping,No,44,PayPal,Fortnightly,middle_aged,14
4504,45,Male,Boots,Footwear,64.4,New Hampshire,M,Turquoise,Fall,1.3,Yes,Store Pickup,No,13,Debit Card,Monthly,middle_aged,30
4505,57,Male,Jacket,Outerwear,69.07,California,L,Olive,Winter,2.3,Yes,Express,No,5,PayPal,Annually,senior,365
4506,18,Female,Jeans,Apparel,99.62,Missouri,M,Pink,Winter,1.9,No,2-Day Shipping,Yes,32,Cash,Bi-Weekly,young,14
4507,67,Female,Shorts,Apparel,17.6,Louisiana,M,Teal,Winter,3.8,Yes,2-Day Shipping,Yes,37,Credit Card,Quarterly,senior,90
4508,23,Female,Blouse,Apparel,39.94,Ohio,M,Red,Fall,3.4,No,Next Day Air,Yes,21,Credit Card,Fortnightly,young,14
4509,33,Female,Sunglasses,Luxury Goods,99.24,West Virginia,M,Red,Fall,1.9,Yes,2-Day Shipping,Yes,42,Cash,Quarterly,adult,90
4510,43,Male,Belt,Bags & Accessories,44.39,Illinois,XXL,Maroon,Fall,2.972365196,No,Express,No,39,Credit Card,Monthly,adult,30
4511,33,Male,Coat,Outerwear,15.89,Massachusetts,M,Teal,Spring,2.2,Yes,Next Day Air,Yes,35,PayPal,Fortnightly,adult,14
4512,52,Female,Boots,Footwear,90.3,Arkansas,XL,Charcoal,Spring,1.8,No,Free Shipping,No,26,Credit Card,Monthly,middle_aged,30
4513,24,Male,Coat,Outerwear,50.18,Hawaii,M,Purple,Spring,3.7,No,Next Day Air,No,55,Credit Card,Quarterly,young,90
4514,20,Female,Dress,Apparel,37.58,Maine,XXL,Silver,Spring,3.1,Yes,2-Day Shipping,No,40,Bank Transfer,Bi-Weekly,young,14
4515,61,Male,Sunglasses,Luxury Goods,50.9,New Hampshire,S,Pink,Fall,2.5,Yes,2-Day Shipping,No,40,Credit Card,Quarterly,senior,90
4516,46,Male,Jeans,Apparel,102.09,Montana,XXL,Violet,Summer,3.4,No,Free Shipping,Yes,48,Credit Card,Monthly,middle_aged,30
4517,27,Male,Sunglasses,Luxury Goods,52.98,New York,XL,Gold,Summer,4.5,Yes,Standard,Yes,53,Cash,Bi-Weekly,young,14
4518,30,Female,Hat,Bags & Accessories,17.31,Illinois,XL,Purple,Spring,2,Yes,Store Pickup,No,5,Credit Card,Weekly,young,7
4519,43,Male,Sunglasses,Luxury Goods,116.49,Missouri,M,Green,Spring,3.9,No,Express,No,54,PayPal,Bi-Weekly,adult,14
4520,20,Female,Hat,Bags & Accessories,106.82,Wyoming,S,Charcoal,Spring,4.8,Yes,Standard,Yes,30,Credit Card,Annually,young,365
4521,53,Male,Jacket,Outerwear,52.35,Maine,S,Turquoise,Summer,3.6,No,2-Day Shipping,No,27,Cash,Monthly,middle_aged,30
4522,33,Male,Shirt,Apparel,62.68,Louisiana,XL,Charcoal,Fall,1.9,No,Standard,No,23,Credit Card,Monthly,adult,30
4523,18,Male,Coat,Outerwear,60.86,Ohio,L,Yellow,Spring,5,No,Standard,Yes,46,Bank Transfer,Weekly,young,7
4524,58,Female,Belt,Bags & Accessories,68.77,Missouri,L,Maroon,Summer,4.4,No,Standard,No,57,Venmo,Bi-Weekly,senior,14
4525,21,Male,Shoes,Footwear,18.3,Maine,M,Maroon,Winter,4.6,Yes,Express,Yes,24,Bank Transfer,Fortnightly,young,14
4526,18,Male,Jacket,Outerwear,78.38,California,M,Maroon,Spring,1.7,Yes,Standard,Yes,24,Debit Card,Weekly,young,7
4527,43,Female,Hat,Bags & Accessories,99.02,Ohio,S,Teal,Spring,4.1,No,Store Pickup,Yes,46,Venmo,Quarterly,adult,90
4528,61,Female,Boots,Footwear,110.64,Maine,XXL,Pink,Winter,3.7,No,Standard,No,24,Venmo,Annually,senior,365
4529,48,Female,Dress,Apparel,40.81,Arkansas,XL,Red,Fall,3,Yes,Standard,No,14,PayPal,Bi-Weekly,middle_aged,14
4530,67,Male,Sunglasses,Luxury Goods,56.8,Massachusetts,XL,Green,Summer,3.8,No,Next Day Air,Yes,2,Cash,Bi-Weekly,senior,14
4531,20,Female,Belt,Bags & Accessories,83.77,Missouri,M,Blue,Spring,3.1,Yes,2-Day Shipping,No,6,PayPal,Bi-Weekly,young,14
4532,51,Male,Shorts,Apparel,73.11,Missouri,M,Maroon,Winter,4.9,No,Express,Yes,55,Debit Card,Quarterly,middle_aged,90
4533,55,Female,Belt,Bags & Accessories,108.46,Arkansas,M,Teal,Summer,2.972365196,No,2-Day Shipping,Yes,54,Debit Card,Monthly,middle_aged,30
4534,23,Male,Boots,Footwear,67.26,Wyoming,XXL,Blue,Spring,1.9,No,Standard,Yes,1,PayPal,Monthly,young,30
4535,36,Female,Sunglasses,Luxury Goods,71.84,New York,L,Green,Spring,1.9,No,2-Day Shipping,No,10,PayPal,Quarterly,adult,90
4536,58,Male,Sunglasses,Luxury Goods,105.89,Oregon,XXL,Yellow,Fall,3.8,Yes,Store Pickup,No,55,Cash,Fortnightly,senior,14
4537,51,Female,Shorts,Apparel,97.31,Louisiana,S,Teal,Winter,3.4,Yes,Next Day Air,No,45,Venmo,Weekly,middle_aged,7
4538,64,Male,Coat,Outerwear,52.01,Illinois,M,Charcoal,Spring,4.8,Yes,Free Shipping,No,47,Bank Transfer,Weekly,senior,7
4539,44,Female,Dress,Apparel,118.41,New Hampshire,M,Yellow,Summer,4.3,No,Standard,Yes,1,Venmo,Annually,middle_aged,365
4540,34,Female,Boots,Footwear,78.44,Texas,M,White,Winter,1,Yes,Next Day Air,Yes,47,PayPal,Monthly,adult,30
4541,37,Male,Blouse,Apparel,44.66,Illinois,L,Turquoise,Summer,1.6,No,Standard,No,21,Venmo,Bi-Weekly,adult,14
4542,29,Female,Shorts,Apparel,113.55,Missouri,M,Black,Winter,1.8,Yes,Next Day Air,Yes,28,Credit Card,Annually,young,365
4543,51,Female,Skirt,Apparel,61.16,Maine,S,Purple,Spring,4.4,Yes,Next Day Air,No,41,Credit Card,Weekly,middle_aged,7
4544,28,Female,Skirt,Apparel,54.26,New Hampshire,M,Silver,Winter,3.4,No,Next Day Air,No,41,Debit Card,Bi-Weekly,young,14
4545,36,Male,Hat,Bags & Accessories,91.47,Louisiana,XXL,Teal,Winter,4,No,Free Shipping,No,29,PayPal,Weekly,adult,7
4546,38,Female,Boots,Footwear,52.42,Montana,L,Gold,Winter,4.8,No,2-Day Shipping,No,22,Venmo,Bi-Weekly,adult,14
4547,67,Female,Sandals,Footwear,95.83,Texas,L,Pink,Summer,2,Yes,Next Day Air,Yes,23,Venmo,Fortnightly,senior,14
4548,58,Female,Coat,Outerwear,110.53,Missouri,L,Green,Spring,2.8,No,Express,Yes,11,PayPal,Bi-Weekly,senior,14
4549,65,Female,Sunglasses,Luxury Goods,43.11,Florida,S,Teal,Winter,2.1,Yes,Standard,No,48,Credit Card,Fortnightly,senior,14
4550,22,Male,Blouse,Apparel,42.48,California,M,Charcoal,Fall,2.9,No,Standard,No,50,Debit Card,Fortnightly,young,14
4551,36,Female,Skirt,Apparel,100.09,Ohio,M,Olive,Summer,4.3,Yes,Free Shipping,Yes,32,Credit Card,Bi-Weekly,adult,14
4552,32,Female,Scarf,Apparel,44.36,Ohio,L,Yellow,Summer,2.3,No,Standard,Yes,27,PayPal,Monthly,adult,30
4553,21,Male,Shoes,Footwear,31.44,Ohio,L,Olive,Winter,2.991810919,Yes,2-Day Shipping,Yes,4,PayPal,Weekly,young,7
4554,34,Male,Shoes,Footwear,48.55,Massachusetts,M,Brown,Winter,2.4,No,2-Day Shipping,No,27,Bank Transfer,Bi-Weekly,adult,14
4555,31,Female,Shirt,Apparel,42.78,West Virginia,S,Teal,Fall,1.8,Yes,2-Day Shipping,Yes,30,PayPal,Fortnightly,young,14
4556,41,Female,Shirt,Apparel,76.81,Texas,L,Gold,Winter,4.1,Yes,Standard,Yes,1,Cash,Bi-Weekly,adult,14
4557,53,Female,Shorts,Apparel,26.88,Maine,M,Pink,Fall,3,No,Store Pickup,No,55,Venmo,Weekly,middle_aged,7
4558,50,Male,Sandals,Footwear,77.4,Illinois,M,Maroon,Fall,4.7,No,Free Shipping,No,29,Venmo,Monthly,middle_aged,30
4559,19,Female,Hat,Bags & Accessories,23.75,Massachusetts,S,Silver,Fall,1.4,Yes,Store Pickup,No,36,Venmo,Fortnightly,young,14
4560,37,Female,Jeans,Apparel,57.49,Maine,L,Black,Fall,1.1,No,Standard,Yes,3,Venmo,Fortnightly,adult,14
4561,40,Female,Sunglasses,Luxury Goods,98.43,Kentucky,XXL,Olive,Fall,1.1,No,Store Pickup,Yes,8,Credit Card,Weekly,adult,7
4562,58,Male,Shorts,Apparel,57.29,Florida,XXL,Black,Fall,2.1,No,2-Day Shipping,No,53,PayPal,Bi-Weekly,senior,14
4563,45,Male,Belt,Bags & Accessories,49.33,Rhode Island,XL,Red,Winter,1.5,No,Next Day Air,No,53,PayPal,Monthly,middle_aged,30
4564,34,Female,Handbag,Bags & Accessories,55.23,Delaware,L,Gray,Summer,2.6,No,Store Pickup,No,12,Venmo,Quarterly,adult,90
4565,59,Male,Coat,Outerwear,79.95,West Virginia,XXL,Blue,Spring,3.5,Yes,Next Day Air,Yes,53,Venmo,Weekly,senior,7
4566,19,Male,Hat,Bags & Accessories,41.78,California,S,Olive,Winter,3.4,No,Next Day Air,No,43,Debit Card,Annually,young,365
4567,53,Female,Shorts,Apparel,112.73,Hawaii,L,Black,Summer,1,Yes,Free Shipping,Yes,22,Bank Transfer,Fortnightly,middle_aged,14
4568,64,Male,Hat,Bags & Accessories,54.13,Montana,L,Gray,Fall,3.9,Yes,2-Day Shipping,No,8,Venmo,Bi-Weekly,senior,14
4569,48,Male,Hat,Bags & Accessories,49.45,Delaware,L,Maroon,Winter,3.3,No,Standard,Yes,20,Debit Card,Bi-Weekly,middle_aged,14
4570,38,Male,Belt,Bags & Accessories,82.82,Florida,S,Red,Fall,4.9,No,Store Pickup,No,18,Bank Transfer,Monthly,adult,30
4571,58,Female,Shorts,Apparel,113.54,Kentucky,M,Black,Winter,1,Yes,Free Shipping,No,13,PayPal,Fortnightly,senior,14
4572,29,Female,Belt,Bags & Accessories,87.79,Montana,M,Charcoal,Spring,2.972365196,No,Free Shipping,No,51,Credit Card,Weekly,young,7
4573,63,Female,Belt,Bags & Accessories,42.86,Arkansas,M,Teal,Spring,1,Yes,Express,Yes,45,Venmo,Bi-Weekly,senior,14
4574,61,Female,Skirt,Apparel,34.86,Ohio,M,Pink,Fall,4.8,Yes,Free Shipping,Yes,29,Cash,Annually,senior,365
